Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Casa de Condomínio;Freguesia (Jacarepaguá);4;2;1;120;1800.0;195.0;30.0;15.0;Casa
Casa de Condomínio;Barra da Tijuca;5;2;2;320;9000.0;1600.0;610.0;28.12;Casa
Casa de Condomínio;Barra da Tijuca;4;4;1;311;7500.0;970.0;686.0;24.12;Casa
Casa de Condomínio;Barra da Tijuca;5;2;5;360;15000.0;700.0;905.0;41.67;Casa
Casa de Condomínio;Recreio dos Bandeirantes;5;5;5;480;6500.0;1000.0;1500.0;13.54;Casa
Casa de Condomínio;Barra da Tijuca;6;4;4;824;12000.0;2162.0;0.0;14.56;Casa
Casa de Condomínio;São Conrado;4;4;2;500;12000.0;0.0;879.0;24.0;Casa
Casa de Condomínio;Itanhangá;5;3;3;500;15000.0;1400.0;800.0;30.0;Casa
Casa de Condomínio;Barra da Tijuca;7;10;5;773;15000.0;2900.0;2000.0;19.4;Casa
Casa de Condomínio;Barra da Tijuca;5;6;5;646;13000.0;1400.0;1643.0;20.12;Casa
Casa de Condomínio;Vargem Grande;2;1;0;70;1800.0;320.0;0.0;25.71;Casa
Casa de Condomínio;Camorim;5;3;3;494;5000.0;380.0;2748.0;10.12;Casa
Casa de Condomínio;Barra da Tijuca;4;2;1;519;6500.0;1100.0;1096.0;12.52;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;600;30000.0;1100.0;13999.0;50.0;Casa
Casa de Condomínio;Barra da Tijuca;4;0;4;869;24000.0;2214.0;2376.0;27.62;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;3;3;138;4000.0;750.0;250.0;28.99;Casa
Casa de Condomínio;Barra da Tijuca;4;5;4;900;10000.0;2500.0;2200.0;11.11;Casa
Casa de Condomínio;Barra da Tijuca;5;0;2;800;12000.0;1400.0;2000.0;15.0;Casa
Casa de Condomínio;Vila Isabel;2;0;0;50;2100.0;30.0;21.0;42.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900.0;350.0;24.29;Casa
Casa de Condomínio;Barra da Tijuca;4;1;2;247;8000.0;1500.0;680.0;32.39;Casa
Casa de Condomínio;Gávea;5;5;3;705;10000.0;980.0;1490.0;14.18;Casa
Casa de Condomínio;São Conrado;5;4;5;500;10000.0;2646.0;1537.0;20.0;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;825;25000.0;2962.0;275.0;30.3;Casa
Casa de Condomínio;Ilha do Governador;3;3;0;179;2400.0;330.0;20.0;13.41;Casa
Casa de Condomínio;Jacarepaguá;2;1;0;130;2500.0;0.0;0.0;19.23;Casa
Casa de Condomínio;Itanhangá;4;3;4;500;15000.0;1572.0;600.0;30.0;Casa
Casa de Condomínio;Barra da Tijuca;6;4;5;788;18000.0;2200.0;20000.0;22.84;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;675;30000.0;1800.0;1400.0;44.44;Casa
Casa de Condomínio;Barra da Tijuca;2;5;1;970;6000.0;650.0;500.0;6.19;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);4;2;1;132;2700.0;1000.0;100.0;20.45;Casa
Casa de Condomínio;Vargem Grande;3;0;3;265;4500.0;570.0;0.0;16.98;Casa
Casa de Condomínio;Barra da Tijuca;5;6;5;1100;25000.0;2000.0;25000.0;22.73;Casa
Casa de Condomínio;Gávea;6;4;6;800;23000.0;900.0;1776.0;28.75;Casa
Casa de Condomínio;Barra da Tijuca;6;4;4;743;15000.0;800.0;1427.0;20.19;Casa
Casa de Condomínio;Itanhangá;5;3;5;800;10000.0;1500.0;171.0;12.5;Casa
Casa de Condomínio;Rio da Prata;2;1;0;100;1300.0;150.0;0.0;13.0;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;900;20000.0;1310.0;17000.0;22.22;Casa
Casa de Condomínio;Barra da Tijuca;5;4;4;474;20000.0;973.0;17300.0;42.19;Casa
Casa de Condomínio;Taquara;4;2;0;300;4000.0;50.0;30.0;13.33;Casa
Casa de Condomínio;Pedra de Guaratiba;2;1;0;80;1300.0;75.0;0.0;16.25;Casa
Casa de Condomínio;Guaratiba;2;1;0;50;700.0;220.0;0.0;14.0;Casa
Casa de Condomínio;Campo Grande;3;0;1;260;3300.0;520.0;1831.0;12.69;Casa
Casa de Condomínio;Campo Grande;2;1;0;70;650.0;50.0;0.0;9.29;Casa
Casa de Condomínio;Itanhangá;4;4;2;600;12000.0;0.0;0.0;20.0;Casa
Casa de Condomínio;Anil;4;2;2;270;5500.0;550.0;3000.0;20.37;Casa
Casa de Condomínio;Barra da Tijuca;4;0;2;385;6490.0;1150.0;750.0;16.86;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;869;23000.0;2215.0;2380.0;26.47;Casa
Casa de Condomínio;Glória;4;3;2;600;20000.0;0.0;979.0;33.33;Casa
Casa de Condomínio;Vargem Pequena;3;2;1;220;2600.0;500.0;600.0;11.82;Casa
Casa de Condomínio;Vargem Grande;4;4;2;260;5000.0;341.0;0.0;19.23;Casa
Casa de Condomínio;Barra da Tijuca;5;0;5;622;13000.0;500.0;1220.0;20.9;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;0.0;0.0;30.0;Casa
Casa de Condomínio;Realengo;1;0;0;60;700.0;0.0;0.0;11.67;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;168;4500.0;0.0;0.0;26.79;Casa
Casa de Condomínio;Pechincha;2;0;0;60;1300.0;65.0;1.0;21.67;Casa
Casa de Condomínio;Barra da Tijuca;6;4;6;556;20000.0;1650.0;1620.0;35.97;Casa
Casa de Condomínio;Itanhangá;3;2;3;544;20000.0;1800.0;1600.0;36.76;Casa
Casa de Condomínio;Barra da Tijuca;5;0;3;600;15000.0;2200.0;1400.0;25.0;Casa
Casa de Condomínio;Barra da Tijuca;4;4;3;260;10000.0;1200.0;1100.0;38.46;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;156;3500.0;900.0;330.0;22.44;Casa
Casa de Condomínio;Barra da Tijuca;4;2;2;385;7500.0;1150.0;750.0;19.48;Casa
Casa de Condomínio;Barra da Tijuca;4;16;4;400;10000.0;2100.0;1500.0;25.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;220;4500.0;2150.0;370.0;20.45;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;180;5000.0;860.0;664.0;27.78;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;400;8500.0;2135.0;1462.0;21.25;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;700;20000.0;0.0;0.0;28.57;Casa
Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;0.0;13.89;Casa
Casa de Condomínio;Vargem Grande;4;3;1;160;3000.0;400.0;0.0;18.75;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;239;4991.0;1800.0;3200.0;20.88;Casa
Casa de Condomínio;Guaratiba;2;1;0;50;850.0;0.0;0.0;17.0;Casa
Casa de Condomínio;Vargem Grande;2;1;0;61;1300.0;585.0;0.0;21.31;Casa
Casa de Condomínio;Campo Grande;3;3;0;215;2500.0;100.0;0.0;11.63;Casa
Casa de Condomínio;Barra da Tijuca;5;5;3;450;14000.0;1440.0;1182.0;31.11;Casa
Casa de Condomínio;Barra da Tijuca;3;3;1;200;5000.0;800.0;282.0;25.0;Casa
Casa de Condomínio;Barra da Tijuca;5;3;2;800;7009.0;0.0;0.0;8.76;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;600;18000.0;1100.0;300.0;30.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;212;4500.0;1663.0;3660.0;21.23;Casa
Casa de Condomínio;Joá;4;3;1;300;6900.0;1200.0;500.0;23.0;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;220;7000.0;1215.0;36720.0;31.82;Casa
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;0.0;0.0;12.31;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;450;7000.0;1150.0;750.0;15.56;Casa
Casa de Condomínio;Taquara;2;0;2;90;1800.0;200.0;357.0;20.0;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;410;7500.0;1055.0;1190.0;18.29;Casa
Casa de Condomínio;Laranjeiras;5;6;1;630;10000.0;1000.0;1200.0;15.87;Casa
Casa de Condomínio;Joá;5;5;5;600;30000.0;0.0;0.0;50.0;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;730;25000.0;1350.0;1200.0;34.25;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;661;11800.0;1550.0;1469.0;17.85;Casa
Casa de Condomínio;Barra da Tijuca;5;7;5;750;20000.0;2500.0;10000.0;26.67;Casa
Casa de Condomínio;Barra da Tijuca;5;6;3;300;10000.0;0.0;0.0;33.33;Casa
Casa de Condomínio;Realengo;2;0;0;90;900.0;0.0;0.0;10.0;Casa
Casa de Condomínio;Barra da Tijuca;4;2;3;372;9800.0;2333.0;14204.0;26.34;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;260;9000.0;7068.0;8024.0;34.62;Casa
Casa de Condomínio;Cachambi;2;1;0;90;1100.0;280.0;0.0;12.22;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;1;1;240;3000.0;0.0;0.0;12.5;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;5000.0;825.0;4200.0;17.86;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;240;4000.0;1200.0;315.0;16.67;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;465;6000.0;1025.0;1201.0;12.9;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;350;13000.0;1210.0;1000.0;37.14;Casa
Casa de Condomínio;Itanhangá;5;3;5;700;16000.0;1600.0;150.0;22.86;Casa
Casa de Condomínio;Vila Valqueire;4;2;0;250;2700.0;190.0;0.0;10.8;Casa
Casa de Condomínio;Joá;4;3;1;250;6900.0;1000.0;522.0;27.6;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;320;9000.0;800.0;1200.0;28.12;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;300;9000.0;580.0;6800.0;30.0;Casa
Casa de Condomínio;Barra da Tijuca;4;6;3;681;18000.0;1907.0;1941.0;26.43;Casa
Casa de Condomínio;Recreio dos Bandeirantes;2;0;0;45;2100.0;450.0;0.0;46.67;Casa
Casa de Condomínio;Guaratiba;3;1;1;65;1050.0;550.0;2.0;16.15;Casa
Casa de Condomínio;Vargem Grande;2;2;1;120;2200.0;50.0;0.0;18.33;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;118;2500.0;1220.0;152.0;21.19;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;250;7500.0;1250.0;680.0;30.0;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;970.0;637.0;30.0;Casa
Casa de Condomínio;Guaratiba;3;3;2;100;1700.0;50.0;2.0;17.0;Casa
Casa de Condomínio;Barra da Tijuca;6;2;2;600;10000.0;1850.0;1040.0;16.67;Casa
Casa de Condomínio;Barra da Tijuca;5;0;5;577;22000.0;1680.0;14735.0;38.13;Casa
Casa de Condomínio;Leblon;4;2;4;500;25000.0;2900.0;1962.0;50.0;Casa
Casa de Condomínio;Barra da Tijuca;4;3;2;434;7400.0;2695.0;12115.0;17.05;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;479;10000.0;2700.0;300.0;20.88;Casa
Casa de Condomínio;Pechincha;3;1;2;80;1900.0;0.0;0.0;23.75;Casa
Casa de Condomínio;Pechincha;3;1;2;155;2500.0;0.0;0.0;16.13;Casa
Casa de Condomínio;Barra da Tijuca;5;0;2;487;13500.0;1450.0;993.0;27.72;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;285;6500.0;1593.0;0.0;22.81;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;660;30000.0;1150.0;13990.0;45.45;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;900;25000.0;1308.0;1601.0;27.78;Casa
Casa de Condomínio;Gávea;6;3;6;1500;16000.0;2000.0;5500.0;10.67;Casa
Casa de Condomínio;Barra da Tijuca;5;6;5;800;18000.0;1600.0;2400.0;22.5;Casa
Casa de Condomínio;Barra da Tijuca;5;3;2;400;8500.0;860.0;780.0;21.25;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;466;7400.0;2695.0;1283.0;15.88;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900.0;353.0;24.29;Casa
Casa de Condomínio;Madureira;2;0;0;70;900.0;0.0;68.0;12.86;Casa
Casa de Condomínio;Barra da Tijuca;5;2;5;600;19900.0;1891.0;160.0;33.17;Casa
Casa de Condomínio;Barra da Tijuca;6;6;5;850;15000.0;2300.0;2200.0;17.65;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;800;10000.0;1200.0;1404.0;12.5;Casa
Casa de Condomínio;Barra da Tijuca;4;4;1;400;8000.0;800.0;0.0;20.0;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;337;12500.0;1000.0;1000.0;37.09;Casa
Casa de Condomínio;Barra da Tijuca;5;5;5;850;25000.0;2134.0;0.0;29.41;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;564;20000.0;1918.0;1743.0;35.46;Casa
Casa de Condomínio;Pedra de Guaratiba;2;1;0;85;1300.0;150.0;0.0;15.29;Casa
Casa de Condomínio;Barra da Tijuca;6;3;4;1050;15000.0;2650.0;9000.0;14.29;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;820;25000.0;2500.0;1500.0;30.49;Casa
Casa de Condomínio;Barra da Tijuca;5;2;1;480;8000.0;1350.0;1360.0;16.67;Casa
Casa de Condomínio;Campo Grande;2;1;0;60;710.0;0.0;0.0;11.83;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;900;13000.0;1380.0;1833.0;14.44;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;270;10000.0;700.0;650.0;37.04;Casa
Casa de Condomínio;Barra da Tijuca;4;5;3;460;10000.0;1470.0;800.0;21.74;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);4;3;1;63;2000.0;416.0;0.0;31.75;Casa
Casa de Condomínio;Barra da Tijuca;4;3;1;450;8500.0;800.0;7500.0;18.89;Casa
Casa de Condomínio;Guaratiba;2;2;2;79;2100.0;0.0;0.0;26.58;Casa
Casa de Condomínio;Barra da Tijuca;4;3;3;360;12000.0;1200.0;1200.0;33.33;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;550;20000.0;1308.0;1601.0;36.36;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;153;4200.0;900.0;300.0;27.45;Casa
Casa de Condomínio;Barra da Tijuca;5;4;2;420;8500.0;850.0;0.0;20.24;Casa
Casa de Condomínio;Barra da Tijuca;1;0;1;40;1750.0;0.0;0.0;43.75;Casa
Casa de Condomínio;Barra da Tijuca;6;4;4;1042;12000.0;1640.0;2082.0;11.52;Casa
Casa de Condomínio;Barra da Tijuca;3;6;3;608;18000.0;1910.0;1411.0;29.61;Casa
Casa de Condomínio;Joá;3;3;3;320;7500.0;1900.0;1000.0;23.44;Casa
Casa de Condomínio;Barra da Tijuca;5;4;2;450;7500.0;1150.0;750.0;16.67;Casa
Casa de Condomínio;Campo Grande;2;1;2;70;900.0;70.0;0.0;12.86;Casa
Casa de Condomínio;Barra da Tijuca;4;5;3;500;7900.0;1495.0;750.0;15.8;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;3;3;220;4500.0;1500.0;3500.0;20.45;Casa
Casa de Condomínio;Praça Seca;1;1;0;50;780.0;0.0;0.0;15.6;Casa
Casa de Condomínio;São Conrado;3;3;1;250;3900.0;2600.0;3000.0;15.6;Casa
Casa de Condomínio;Barra da Tijuca;4;7;1;450;9000.0;500.0;960.0;20.0;Casa
Casa de Condomínio;Barra da Tijuca;4;5;4;1000;30000.0;2000.0;2670.0;30.0;Casa
Casa de Condomínio;Humaitá;3;3;3;500;22000.0;3780.0;1550.0;44.0;Casa
Casa de Condomínio;Barra da Tijuca;4;0;0;840;10000.0;4500.0;1913.0;11.9;Casa
Casa de Condomínio;Barra da Tijuca;5;10;5;900;20000.0;1300.0;120.0;22.22;Casa
Casa de Condomínio;Barra da Tijuca;6;5;6;750;12000.0;1300.0;1300.0;16.0;Casa
Casa de Condomínio;Barra da Tijuca;5;4;1;400;10000.0;2334.0;0.0;25.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;7500.0;1.0;1.0;26.79;Casa
Casa de Condomínio;Vargem Pequena;4;2;4;200;5000.0;330.0;0.0;25.0;Casa
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;240.0;0.0;12.31;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;305;3200.0;1400.0;0.0;10.49;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;285;13000.0;1200.0;14000.0;45.61;Casa
Casa de Condomínio;Méier;3;1;0;158;2200.0;155.0;0.0;13.92;Casa
Casa de Condomínio;Taquara;3;0;2;140;3800.0;350.0;0.0;27.14;Casa
Casa de Condomínio;Vargem Grande;3;2;1;86;1700.0;440.0;0.0;19.77;Casa
Casa de Condomínio;Barra da Tijuca;4;2;2;450;6500.0;1145.0;750.0;14.44;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;25000.0;2450.0;23710.0;25.0;Casa
Casa de Condomínio;Campo Grande;3;2;2;192;1400.0;0.0;0.0;7.29;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;900;15000.0;1380.0;22000.0;16.67;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;4;0;400;9000.0;0.0;514.0;22.5;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;622;10000.0;1390.0;14860.0;16.08;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;890;17000.0;2700.0;2000.0;19.1;Casa
Casa de Condomínio;Campo Grande;2;1;1;80;1400.0;170.0;0.0;17.5;Casa
Casa de Condomínio;Vargem Grande;3;2;1;160;3900.0;0.0;0.0;24.38;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;341;9000.0;934.0;0.0;26.39;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;168;4500.0;0.0;0.0;26.79;Casa
Casa de Condomínio;Taquara;3;1;1;140;2200.0;150.0;0.0;15.71;Casa
Casa de Condomínio;Barra da Tijuca;6;2;1;500;18000.0;2333.0;12000.0;36.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900.0;353.0;24.29;Casa
Casa de Condomínio;Barra da Tijuca;4;0;4;175;4250.0;900.0;353.0;24.29;Casa
Casa de Condomínio;São Conrado;5;4;3;670;18000.0;1550.0;3200.0;26.87;Casa
Casa de Condomínio;Itanhangá;4;2;1;479;7400.0;1350.0;0.0;15.45;Casa
Casa de Condomínio;Camorim;4;2;2;140;2300.0;270.0;130.0;16.43;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;230;4509.0;1623.0;3660.0;19.6;Casa
Casa de Condomínio;Urca;5;3;4;346;20000.0;0.0;0.0;57.8;Casa
Casa de Condomínio;Barra da Tijuca;3;4;3;700;16000.0;2150.0;17000.0;22.86;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;360;7900.0;990.0;670.0;21.94;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;700;13491.0;2400.0;18500.0;19.27;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;1;140;2600.0;750.0;0.0;18.57;Casa
Casa de Condomínio;Vargem Grande;3;2;1;65;1100.0;400.0;0.0;16.92;Casa
Casa de Condomínio;Méier;3;1;1;80;1900.0;0.0;0.0;23.75;Casa
Casa de Condomínio;Barra da Tijuca;4;5;3;650;15000.0;1750.0;0.0;23.08;Casa
Casa de Condomínio;Barra da Tijuca;4;5;1;365;7150.0;0.0;6600.0;19.59;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;250;4200.0;603.0;400.0;16.8;Casa
Casa de Condomínio;Barra da Tijuca;4;5;2;390;9000.0;900.0;1380.0;23.08;Casa
Casa de Condomínio;Barra da Tijuca;6;5;6;1100;25000.0;0.0;0.0;22.73;Casa
Casa de Condomínio;Méier;2;1;0;70;1200.0;180.0;0.0;17.14;Casa
Casa de Condomínio;Anil;4;2;2;240;2200.0;480.0;80.0;9.17;Casa
Casa de Condomínio;Barra da Tijuca;5;5;5;606;18000.0;1850.0;1480.0;29.7;Casa
Casa de Condomínio;Barra da Tijuca;4;5;4;530;20000.0;2333.0;17970.0;37.74;Casa
Casa de Condomínio;Barra da Tijuca;3;1;1;125;4200.0;892.0;432.0;33.6;Casa
Casa de Condomínio;Barra da Tijuca;6;5;4;600;16000.0;900.0;8000.0;26.67;Casa
Casa de Condomínio;Barra da Tijuca;2;4;2;600;30000.0;1100.0;0.0;50.0;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;560;16000.0;1500.0;1940.0;28.57;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;350;8500.0;510.0;600.0;24.29;Casa
Casa de Condomínio;Humaitá;6;2;2;450;8000.0;0.0;0.0;17.78;Casa
Casa de Condomínio;Méier;2;0;0;70;1200.0;200.0;80.0;17.14;Casa
Casa de Condomínio;Vargem Grande;2;1;0;61;1400.0;570.0;16.0;22.95;Casa
Casa de Condomínio;Recreio dos Bandeirantes;5;8;3;1000;23900.0;1320.0;1061.0;23.9;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900.0;350.0;24.29;Casa
Casa de Condomínio;Barra da Tijuca;6;4;5;1000;30000.0;2700.0;1800.0;30.0;Casa
Casa de Condomínio;Barra da Tijuca;4;3;2;220;3900.0;1100.0;960.0;17.73;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;850;32000.0;1510.0;15804.0;37.65;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;6;4;600;8000.0;1800.0;3600.0;13.33;Casa
Casa de Condomínio;Recreio dos Bandeirantes;5;3;5;350;6000.0;495.0;296.0;17.14;Casa
Casa de Condomínio;Itanhangá;4;4;2;543;10000.0;1340.0;1040.0;18.42;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;260;5200.0;1650.0;0.0;20.0;Casa
Casa de Condomínio;Vargem Grande;3;0;1;250;2200.0;260.0;0.0;8.8;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;460;8500.0;995.0;873.0;18.48;Casa
Casa de Condomínio;Jacarepaguá;4;5;1;200;2800.0;400.0;0.0;14.0;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);3;4;2;272;3000.0;525.0;260.0;11.03;Casa
Casa de Condomínio;Barra da Tijuca;5;2;2;300;8500.0;800.0;7500.0;28.33;Casa
Casa de Condomínio;Barra da Tijuca;6;3;6;1000;30000.0;1300.0;1216.0;30.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;0;270;5550.0;570.0;4485.0;20.56;Casa
Casa de Condomínio;Barra da Tijuca;4;2;4;340;7991.0;1087.0;11360.0;23.5;Casa
Casa de Condomínio;Barra da Tijuca;3;5;3;681;19991.0;1907.0;13950.0;29.36;Casa
Casa de Condomínio;Recreio dos Bandeirantes;5;3;4;200;4000.0;960.0;335.0;20.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900.0;353.0;24.29;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;680;17000.0;2000.0;18000.0;25.0;Casa
Casa de Condomínio;Barra da Tijuca;5;6;4;600;14500.0;1680.0;1980.0;24.17;Casa
Casa de Condomínio;Barra da Tijuca;5;4;2;700;13000.0;2200.0;0.0;18.57;Casa
Casa de Condomínio;Barra da Tijuca;6;6;6;1100;25000.0;2695.0;3000.0;22.73;Casa
Casa de Condomínio;Itanhangá;5;8;5;2200;25000.0;1300.0;345.0;11.36;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1400.0;50.0;Casa
Casa de Condomínio;Vargem Pequena;4;5;4;150;2700.0;606.0;54.0;18.0;Casa
Casa de Condomínio;Joá;3;3;1;340;7500.0;1900.0;970.0;22.06;Casa
Casa de Condomínio;Barra da Tijuca;4;1;2;245;7000.0;1650.0;550.0;28.57;Casa
Casa de Condomínio;Guaratiba;2;0;0;70;1000.0;0.0;0.0;14.29;Casa
Casa de Condomínio;Guaratiba;2;1;2;75;1700.0;0.0;0.0;22.67;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;220;6900.0;1100.0;700.0;31.36;Casa
Casa de Condomínio;Barra da Tijuca;5;0;5;850;28000.0;0.0;0.0;32.94;Casa
Casa de Condomínio;Barra da Tijuca;3;5;3;1030;16000.0;2150.0;2000.0;15.53;Casa
Casa de Condomínio;Barra da Tijuca;11;4;4;937;15000.0;2300.0;14014.0;16.01;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;305;14000.0;960.0;0.0;45.9;Casa
Casa de Condomínio;Barra da Tijuca;6;0;1;400;10000.0;2333.0;990.0;25.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;200;4500.0;1350.0;0.0;22.5;Casa
Casa de Condomínio;Vista Alegre;2;1;0;72;1100.0;280.0;0.0;15.28;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;280;9000.0;950.0;4500.0;32.14;Casa
Casa de Condomínio;Itanhangá;4;4;4;600;20000.0;1800.0;16000.0;33.33;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;75;1500.0;90.0;50.0;20.0;Casa
Casa de Condomínio;Taquara;5;4;5;400;10000.0;699.0;5000.0;25.0;Casa
Casa de Condomínio;Barra da Tijuca;4;5;3;650;20000.0;1750.0;8724.0;30.77;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;1280;30000.0;1300.0;0.0;23.44;Casa
Casa de Condomínio;Vila Valqueire;2;1;1;70;1500.0;180.0;0.0;21.43;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;185;2600.0;900.0;300.0;14.05;Casa
Casa de Condomínio;Campo Grande;3;2;3;220;3000.0;100.0;50.0;13.64;Casa
Casa de Condomínio;Barra da Tijuca;4;4;4;300;9000.0;934.0;8865.0;30.0;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);4;2;4;179;3900.0;800.0;233.0;21.79;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;420;8500.0;1000.0;1070.0;20.24;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);4;4;4;200;2900.0;550.0;120.0;14.5;Casa
Casa de Condomínio;Itanhangá;4;4;2;700;17000.0;1600.0;1435.0;24.29;Casa
Casa de Condomínio;Barra da Tijuca;4;1;1;439;8500.0;1350.0;950.0;19.36;Casa
Casa de Condomínio;Anil;3;2;1;207;4500.0;563.0;255.0;21.74;Casa
Casa de Condomínio;Taquara;3;0;1;195;2500.0;150.0;0.0;12.82;Casa
Casa de Condomínio;São Cristóvão;2;0;2;120;2000.0;0.0;0.0;16.67;Casa
Casa de Condomínio;Barra da Tijuca;5;6;5;560;28000.0;2200.0;0.0;50.0;Casa
Casa de Condomínio;Campinho;2;1;1;75;1600.0;40.0;0.0;21.33;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;316;4500.0;990.0;0.0;14.24;Casa
Casa de Condomínio;Barra da Tijuca;4;6;4;950;20000.0;2650.0;0.0;21.05;Casa
Casa de Condomínio;Barra da Tijuca;6;6;6;1200;25000.0;1650.0;2900.0;20.83;Casa
